Fecha,Amazonas,Ancash,Apurimac,Arequipa,Ayacucho,Cajamarca,Callao,Cusco,Huancavelica,Huánuco,Ica,Junín,La Libertad,Lambayeque,Lima,Loreto,Madre de Dios,Moquegua,Pasco,Piura,Puno,San Martín,Tacna ,Tumbes,Ucayali,No registrado
2009-04-01,5.346e-05,154.10649322,3.7714612,145.97285853,1.07081687,175.28429649,119.76305652,15.63923392,8.15973545,0.93530022,148.93624335,32.92580075,131.17321238,8.05365965,526.474612419997,2.40251716,2.4417704,130.88820895,44.5503686,84.14523223,24.30695141,2.59062633,11.51123716,11.44297072,2.47986032,0.198728911027047
2009-05-01,0.07312595,218.23912447,7.16574217,167.39020517,7.46887639,180.47777095,180.79796829,13.79095652,3.39600833,1.05395959,209.30982193,57.93628997,155.9125997,11.87657425,581.445914619995,4.53210257,2.39266175,160.52884399,73.19230323,60.7894087799999,28.34863848,3.08422732,13.33063223,9.88178481,1.96312412,0.457633347470164
2009-06-01,0.54063633,274.60423903,0.000648,175.54365562,2.80571847,163.77569382,174.489797,11.0148269,5.67186286,6.98982328,178.30710234,52.43268579,190.57512757,12.0748259,617.435739859992,2.42252953,2.70927654,118.81654708,61.37251982,76.77881935,23.37086137,9.27644369,14.20221806,14.31186257,2.64733805,0.166062862290346
2009-07-01,1.491537,262.81715209,49.63237594,190.28987508,2.68258702,168.88725941,182.515201290001,12.73679632,2.74487778,0.82282326,200.7583812,17.0529516,222.96308836,21.62802567,585.013687618273,4.42338648,3.32945103,164.99455779,67.05709879,120.63824022,29.00329445,10.54246927,9.46772989,9.91084381,3.54446497,0.0
2009-08-01,1.83617307,257.00068435,7.16195548,212.45990764,3.45648178,211.85683685,186.823865380001,11.88961093,5.48393779,1.70958096,212.25707059,32.26649707,196.46144381,19.10899118,570.806353944206,2.35203004,3.52102919,157.65626227,56.55659874,120.24782478,25.13961168,8.88479552,14.86055909,9.02440565,3.50364349,0.0
2009-09-01,2.04469476,267.66790914,24.91783992,257.20259634,2.23105439,231.61522928,171.71576013,11.43085278,8.32243827,3.5891933,215.768293779999,35.73729309,181.50083618,30.18204092,619.685293584707,3.68134893,4.2067909,195.54877402,77.4338688,101.4678527,32.3388731,11.85187742,18.48104146,6.18762323,4.57377481,0.0
2009-10-01,0.99779666,255.30189481,7.66826565,254.7221246,12.63898151,220.32946731,184.6394027,10.13862564,32.12981526,0.5765583,200.06324767,61.08802019,192.1276015,25.10086219,596.937125890001,2.61548017,4.58230032,262.96836141,73.741976,99.60287501,37.33010814,14.80712572,17.49841318,6.1020581,4.55977804,0.782750851983565
2009-11-01,1.01716911,259.95138044,0.31529438,328.0355973,5.4847501,266.57453183,171.12043964,11.34432537,10.3885837,3.32798701,260.41396591,63.50782018,175.13003199,28.54711861,586.519490840002,4.06956345,4.72393584,198.45472121,142.4153069,125.02921837,30.88602152,13.55045149,15.91741974,6.04866585,5.22993406,0.732976482955564
2009-12-01,1.50998507,411.64006366,10.54631325,306.20675825,7.33358007,243.200175,238.62361687,22.89418503,34.59888003,0.73564357,301.616678530001,47.71399862,197.68486357,28.30166497,635.162255010001,6.59941396,3.85032873,210.79150075,79.80271605,172.18251661,36.39622202,8.34492141,13.8967565,7.24134649,4.2285688,0.169475491898993
2010-01-01,0.2881248,248.50747679,8.41946495,250.75540236,7.70079198,165.24394584,183.08060162,11.60155351,13.68036895,1.31137067,262.2158126,31.165817,207.792754560001,16.07050446,500.510412130004,2.44143828,2.74131682,238.27209899,85.79780989,136.00081805,28.75419237,2.64196467,23.13713604,7.47434606,2.83353429,0.40426295551606
2010-02-01,0.29303688,282.35379131,10.37505657,256.3738494,2.90786444,222.99216475,210.474529870001,14.05706629,0.79981702,1.14874155,323.50094654,38.60400404,207.90020816,17.11906233,549.729608939994,5.68431974,3.29847739,197.74257192,53.09674052,181.04355749,34.12344419,3.93690434,22.15179581,5.55017279,3.67609077,0.257144912928652
2010-03-01,0.07252795,303.38047799,0.00626,316.80828074,10.59039437,198.98970755,228.712912250001,13.73237411,10.54447484,9.54507547,284.6947384,27.96554327,199.580276370001,13.28567793,633.902325639993,2.23052063,3.70900762,252.34082667,90.11217256,138.369946,30.64259454,2.04010774,31.67588998,9.48320824,4.46740213,0.494825424727424
2010-04-01,0.13520349,311.61357401,14.19776286,287.37098782,4.06696182,169.94542966,161.857192300001,12.06739338,4.87823551,2.66144741,322.55484109,26.85448166,171.97726944,12.48898709,618.622231519996,3.04239748,4.15498492,227.93030827,86.8379765,140.43119443,38.69874174,1.69190063,33.00791861,7.59354602,5.85855626,0.654771325373531
2010-05-01,0.0,238.15166891,6.40450883,192.24330991,4.54198006,173.6865689,203.26158536,15.60145618,2.43439418,0.63012482,238.974987419999,16.15058132,165.67943497,17.30992123,562.746381680003,6.70103585,2.98229345,254.3234766,85.07096758,115.13436696,35.01583536,8.09920638,33.8375500200001,8.46734776,3.32413103,0.379570959665671
2010-06-01,0.40721941,303.30432652,10.24853932,300.39305387,14.98667554,238.3518997,318.10439067,16.46351903,9.86910589,3.3350953,333.411987559999,44.70308645,253.90571134,28.9877968,757.808814999424,2.93643599,4.30632364,168.54514743,92.60249763,154.76967371,37.92512193,10.93874045,30.52918274,11.6637117,4.82342206,0.0
